following_count,follower_count,answer_count,voteup_count,thanked_count
39,2,1,,
2,,,,
2,,,,
544,9,76,20,2
29,,,,
28,26,1,1,
201,143,69,102,23
31,79,19,45,10
312,13,8,3,2
234,246,3545,1853,926
4,11,23,218,53
243,9,,,
128,37,10,61,12
3,,,,
40,3,13,13,1
3,22,,121,
36,,1,,
5,,,,
75,121,2,,
42,2874,14,6843,1820
10,1,,,
253,,,,
291,20,11,24,14
75,354,27,429,35
235,224,30,211,83
134,73,101,34,7
2,2,9,2,
28,396,155,1428,372
11,37248,10,64,21
158,16,10,23,6
31,1401,135,3365,985
1,1091,41,507,47
54,1,2,1,
213,8868,36,55262,12116
58,1,,,
52,16460,25,23881,3846
61,6,1,,
20,,,,
154,5,13,49,6
19,10793,20,11322,838
40,3,21,5,2
1425,3,,,
5,2,1,,1
9,2,,,
9,,,,
1,250,26,71,3
20,3,6,4,
106,6,10,337,28
144,1,5,1,
465,796,175,1438,249
81,3,4,,2
261,1490,30,1396,311
60,91,58,986,138
16,569,1713,12300,1647
434,8,,,
358,9,7,12,7
8,,,,
1,,,,
72,,2,1,
10,569,32,181,77
8,,,,
12,,2,1,
10,1,1,,
71,93,21,4164,257
333,33691,365,42428,9063
317,74,37,198,72
511,103,24,353,94
27,54,15,11,1
4755,74,18,6,2
12,,,,
4,6745,129,4661,1984
2,,,,
4,,,,
112,2,8,6,1
4,5175,159,45457,6550
3,282,3,178,
101,664,52,3504,480
60,7,3,36,7
73,447,63,4497,835
9,,,,
1,,,,
25,,1,5,1
74,2,,,
5,,,,
17,60,47,167,53
253,32,11,15,2
18,540,199,2252,387
247,1,6,2,1
79,1,,,
58,138,16,243,58
13,44654,30,150760,28535
1,,,,
4,,,,
851,238,478,2039,291
9,2,,,
111,8,,,
28,1,7,52,5
6,1,1,1,
64,,2,,
22,5,18,28,7
60,1,,,
18,6,,,
717,13,,,
152,5,3,2,
79,2,70,26,18
9,1,6,1,
157,28747,55,124899,29818
34,3,,,
27,9,3,316,16
59,857,134,4025,444
233,25,5,42,5
533,8956,360,10495,1264
50,61,36,206,10
300,135,534,2587,392
131,4,2,,
26,20,,,
265,6,1,,
17,6,4,40,13
48,281,7,192,45
684,47,32,106,40
3,,,,
138,2,6,2,1
8,,,,
41,2,,,
88,141,51,1486,263
125,166,47,3864,245
253,1,1,,
468,11,39,3,1
76,116,41,182,42
98,44,6,4,4
3137,1279,3,22,2
59,1,26,3,1
1,3,24,9,1
1,12,9,23,1
242,4,,,
41,6,4,5,1
905,12,,,
351,6,29,18,3
8,,4,,
32,114,5,42,1
76,1,,,
8,,1,,
18,765,30,1400,127
94,1,,,
553,3683,84,3479,693
2142,598,1,48,5
72,8576,22,39483,9202
56,51,19,42,4
144,1,6,7,1
400,6,8,5,1
26,25,27,39,11
2,2,,,
342,4,,,
5,2,,,
45,1,,,
4112,65,,,
31,,,,
257,4,2,3,1
327,15,3,14,1
19,9,18,35,2
113,20,252,152,36
27,1,27,12,4
33,17,8,497,64
66,118,11,11,
4,,,,
35,122,22,717,139
12,1,,,
98,18,16,80,26
222,3,,,
93,5530,246,56868,4912
104,,5,1,1
425,16,8,10,3
9,,,,
30,,2,,
909,16,36,15,6
30,1500,1,1908,
66,53,70,623,95
51,1264,7,346,71
7,,1,,
93,2,3,,
643,22,14,14,9
14,,4,,
27,,1,,
2,13,18,253,17
697,55,15,68,13
39,3,3,,
23,12,,,
285,36,4,40,20
1160,744,16,1877,613
640,10,,,
15,2,2,3,
104,2,4,,
50,1,,,
490,10649,1055,55603,7292
515,6,12,2,1
19,8172,6,9578,16
59,5,,,
6,1,,,
25,13,2,,
3316,24,3,6,1
2,1,,,
6,2,,,
339,22,79,211,65
512,1536,30,2744,394
1,154,,375,
155,111,,,
28,2,,,
36,784,16,16385,1322
85,53,2,,
185,7,15,26,4
5,15,3,,
2,,,,
26,11,,,
3,,1,,
241,11,,,
112,15803,780,48040,8585
5,4,,,
22,,,,
656,59,71,176,29
10,2,1,4,
47,41,,,
116,432,46,8734,715
5,3,3,1,
49,43,5,4,6
1,1,,,
75,3,5,7,4
205,74,7,25,6
6,1,1,3,
9,5,,,
63,9707,42,13987,340
1055,51,171,3189,200
100,40,,,
4,1,3,,
122,29887,119,7724,1716
65,1,3,,
1,41,15,488,67
1118,16,3,1,
67,1,5,,1
67,8287,87,1462,94
18,6,,,
80,326,39,825,307
56,140,47,181,42
2,,,,
3,4,2,,
450,36,10,2,
97,14,27,41,16
12,3,9,12,3
100,134,17,178,46
6,1,,,
8,13,,,
69,15,9,21,6
8,,,,
32,56,8,239,57
35,49,10,2160,249
22,1,5,3,3
174,17,1,3,1
306,10182,107,2075,254
967,166,84,1144,184
11,156,4,976,196
939,32,17,13,5
294,39,15,11,4
117,57,26,83,34
9,36,13,58,29
31,1,,,
1364,56,4,1,3
1039,29,10,18,6
696,40857,88,14280,2658
14,,1,,
820,8,1,,
581,1530,133,2580,588
69,1,1,,
14,3,,,
24,1,1,,
44,1,,,
47,,,,
1088,5,,,
,5,1,5,3
2,1492,8,957,225
5,8,,,
307,43,153,61,22
,5,,,
27,121,41,86,49
1,,1,,
118,15361,102,19374,3411
203,735,142,20617,2960
60,1,,,
86,6,1,,
65,4,2,,1
39,1016,27,168,26
1742,20,2,,
95,8870,22,766,115
10,4717,7,27,10
27,12,3,,
67,980,7,30,18
45,49,22,7,5
2,,,,
64,,,,
30,,,,
63,1,,,
915,33,8,2,1
35,23,,,
28,,,,
25,222,82,2471,485
12,,,,
1,,1,,
127,13,,,
20,65,,,
70,22,6,388,82
24,23,3,,
98,202,24,460,110
208,15,8,5,4
297,13,15,,
243,2,,,
506,1416,230,9595,1890
557,128715,46,54505,21497
114,11,7,6,3
25,,,,
468,407,,299,
58,4,,,
223,8218,288,3195,1237
4,7,,,
85,8,3,33,3
150,104,21,75,25
1976,49,381,116,28
111,11,,,
144,1,,,
56,2,4,2,
16,1,,,
1,513,,,
70,22477,86,16569,2707
112,1,2,,
146,14,23,52,11
27,1,1,,
36,43,53,99,37
434,35,8,19,2
504,144,,,
14,10,5,5,3
57,123,34,142,39
33,49,9,2,3
180,14,1,,
305,2018,55,30274,2855
,56,42,52,18
18,,,,
1936,22,,,
251,3,2,10,3
185,,,,
363,131,1,,
19,35,,,
20,,,,
635,334,17,65,32
13,,,,
8,4,,,
51,3,21,12,2
4999,240,,,
90,131,64,45,20
2,4,,,
198,1,,,
64,80,6,27,17
509,21,,,
145,27,5,8,1
164,38,52,96,18
332,10,,,
77,5135,136,21806,9409
20,101,19,24,4
134,5787,58,38685,5440
6,7,1,4,4
10,1,,,
716,266,4,83,26
81,149,19,270,69
5,1,,,
593,10,,,
107,2,,,
296,71,197,367,75
44,1,1,,
207,94,17,228,38
3,360,2,458,59
39,15,,,
325,16,27,39,6
55,,,,
43,2,,,
10,,,,
15,,,,
202,82,21,43,13
322,361,187,1157,249
55,35,5,12,8
32,10,2,3,4
28,,,,
219,5,,,
1,,,,
1,,,,
24,2834,137,10705,1599
94,5869,53,11280,966
1,1,,,
114,1,,,
35,237,45,1681,254
483,27,5,21,3
58,25,3,30,18
4,8465,13,7101,560
10,,1,,
147,1,,,
898,12,18,10,1
53,16,,,
118,711,57,747,42
19,,,,
4,3,,,
66,16,7,5,1
1,,,,
341,20,,1,
3,,,,
296,4,9,2,1
13,,1,5,
207,7718,36,51003,6452
118,676,59,10654,2590
23,34,2,1,
123,,2,,1
106,12,,,
110,14735,152,94333,7493
12,1046,1,27493,3
10,2,,,
1,,3,,
99,8,3,1,
2,,,,
99,2,1,,
19,,13,18,4
671,27,6,2,
354,3,5,2,1
7,7,1,1,2
123,3,4,10,1
38,53,37,82,39
62,14,2,2,1
14,2,21,14,2
425,110,77,376,101
808,174,2,2,
113,2699,27,2674,1432
181,54,312,400,88
74,8,12,47,11
1,2,,,
35,2,2,,
134,283,167,3526,521
5,3,,,
16,7,,,
37,,,,
3,2454,25,5645,3343
26,20,,,
30,,,,
573,8567,243,9652,1815
70,2,2,1,
37,901,29,527,292
393,839,565,1630,572
338,41,13,560,77
,19,1,14,1
34,47,15,34,6
426,28,76,283,79
101,66,96,234,46
7,1,,,
4,,,,
263,350,33,681,62
114,19870,36,18837,6865
30,,,,
201,303,31,888,132
261,7,21,10,3
18,4,86,48,11
5,49,,,
924,35,40,64,10
100,13,2,8,
13,2790,3,8655,1709
19,21,19,31,11
27,3,4,6,1
9,,,,
645,13,2,10,5
35,,,,
24,9649,39,23275,8132
3,1,,,
94,200,154,2075,254
9,,,,
205,15697,57,34946,5186
11,3,2,1,
10,7,5,6,
19,7,2,1,
12,,,,
109,1,8,2,2
117,1617,17,611,255
,1787,44,1491,566
1,8,19,47,5
140,2205,16,6178,1886
36,,2,1,
26,170,1,377,1
37,194,10,7733,609
248,9088,123,100822,10967
33,229,28,977,197
56,15,4,,2
71,25,24,329,58
18,,,,
326,1958,33,5088,718
198,6,7,14,4
8,,,,
879,76,11,81,34
3,28640,61,28213,10168
3,,,,
30,,8,1,
254,5,16,20,
7,1,,,
264,307,71,2707,629
13,38,,,
37,139,48,3,5
181,106,4,419,47
16,,1,,
4,,,,
46,11,22,37,8
254,218,1,317,1
377,5,,,
68,16790,34,13584,645
47,27,1,,
29,8,3,8,1
365,21,,,
567,23,41,62,18
10,230,1,63,13
26,,,,
37,9,1,277,17
28,1,5,2,
27,102,2,39,17
7,6,,,
26,340,1,,
45,,1,,
39,5,5,4,
316,11,1,,
15,4,3,157,9
553,52,31,22,10
163,2,,,
347,,1,,
59,,,,
81,113,,,
40,,,,
43,138,,,
2,,1,,
19,,1,,
26,1340,10,340,43
14,,2,1,1
70,120,22,3591,688
236,1,,,
28,77,12,130,44
24,,,,
24,585,270,4383,793
5,,,,
22,81,,,
133,96,123,286,80
8,3,,,
813,490,567,904,236
178,100,161,1040,216
4,,,,
28,,,,
9,,,,
18,19249,64,5743,833
13,,,,
179,5,5,1,1
8,,1,,
2,83,234,28,37
205,13,3,24,12
7,,,,
49,2,,,
9,2,,,
154,10,,,
27,3,2,2,
64,3,3,4,
15,,2,,
24,,,,
3,4,11,5,
73,4,,,
75,1,,,
31,25,13,29,8
12,19,40,95,28
162,19,11,25,6
35,2380,9,1702,23
32,5032,69,50788,3931
3,3202,69,1398,294
2781,231,173,1102,354
74,4,,,
41,9,1,,1
4,,,,
5,,,,
45,4,,,
236,230,85,964,191
84,7,31,10,3
192,2243,56,12611,2782
24,2476,2,606,99
29,35,12,455,38
7,1,3,2,
3,,,,
275,27,147,289,45
20,26482,,,
121,43,5,534,78
2,,,,
100,6,8,10,1
8,,,,
1,1,,,
132,83,25,59,7
9,4,6,3,1
9,,,,
29,,,,
75,29,17,128,22
10,22,,,
142,13,6,36,6
11,2,1,,
47,17,32,94,26
75,44,58,761,132
4,1,13,7,4
13,,,,
108,9,13,14,2
42,2,,,
63,,,,
6,,,,
16,1,1,1,
32,,,,
56,106,,,
122,10,2,1,
2513,46,,,
8,861,13,2638,304
4,,6,5,1
253,5,,,
2,,,,
23,22,6,12,11
9,9122,208,8627,84
19,3,,,
33,1,,,
3,,,,
121,50,20,6,5
193,6,14,8,10
57,2,6,4,1
44,1442,27,387,162
20,11,,,
3,,,,
161,2,6,1,
45,2,4,23,3
18,,,,
220,2,,,
128,8,1,,
14,11,17,29,4
1,,,,
68,84,13,27,11
5,,1,1,
86,1,2,,
23,,,,
31,,2,,
6,,,,
6,,6,,
736,7,44,6,6
129,5,10,,
11,229,,,
9,5,2,,1
2859,32,,,
19,3,,,
6,,,,
50,2,1,1,
14,503,1,,
472,466,85,1565,190
5,,,,
24,491,24,13963,2222
78,57,34,395,34
7,269,76,8673,714
55,3,3,1,
405,18,29,11,8
1,,,,
63,701,6,120,56
10,878,1,2,
1,,,,
,574,,,
12,3,2,3,
95,592,37,799,234
452,2,5,3,1
1,,,,
2,,,,
80,,,,
7,1,,,
952,44,81,191,22
16,,,,
4369,67,5,4,
41,,,,
63,143,4,2,2
1,5,3,28,10
95,9,26,15,
26,,,,
1134,9,,,
1,,1,1,
17,3,4,9,
32,1,,,
13,,,,
1,1302,18,889,219
37,11184,7,32904,92
11,57,9,1066,67
740,11,5,3,4
52,25,9,50,20
1625,27,3,8,1
20,4,1,14,3
530,5,1,,
18,30,2,10,1
52,11,,,
2,37,5,21,
221,4954,210,25074,763
80,1258,1129,50058,4375
159,142,52,4316,575
253,5,,,
43,14,12,5,1
367,12,52,18,9
99,4,1,,
646,7878,459,39175,6269
14,1,,,
675,11,,,
166,174,110,810,164
21,4,,,
119,8,3,,3
43,1,2,,
55,,,,
43,2,,,
4,1,,,
878,15,35,14,4
146,190,81,1695,223
4,,,,
23,4,2,3,
,9,,,
221,11,21,11,7
47,1,1,,1
157,6,17,4,1
4,3,,,
203,280,72,3647,306
34,5,6,53,1
81,4120,68,65579,6349
77,5,3,,
4,3,,,
4999,277,34,317,25
15,2,,,
62,10,16,495,66
76,36,4,1857,143
3,2,,,
4,1,,,
20,,1,,
234,97,27,457,68
152,492,28,366,136
69,5,10,3,
1,1,,,
4,,,,
36,177,11,152,14
131,7347,650,33365,4219
60,5,12,70,7
152,27,57,104,20
1,,,,
186,3,48,5,1
5,,,,
145,14,14,54,18
9,1,2,,
93,175,319,737,110
44,4,5,,
4,,,,
176,9,5,,
95,166,48,1838,225
36,,,,
2,87,27,42,2
9,,,,
5,,1,,
76,134,32,475,51
37,414,,,
654,23,13,155,47
15,,,,
4,,,,
81,5,18,41,3
1856,45,133,197,78
823,7,,,
156,8238,1193,100203,12665
1,1,,,
27,,,,
256,774,55,11167,1398
977,3870,125,10401,709
307,66,9,111,31
46,,,,
269,47,19,3,
9,2,,,
252,81,8,63,11
79,,,,
29,37,10,10,7
31,2,,,
1091,19,23,362,40
31,24,62,110,12
16,2050,7,7417,131
12,,,,
2,,,,
304,2815,242,17486,3509
32,2,1,1,
5,3615,7,12754,2362
67,8763,30,64351,7543
2,1,,,
694,15,19,61,16
49,7,3,,
29,11,1,1,
6,,1,,
394,47,23,21,20
19,8,4,8,2
1112,38,7,239,28
12,21,32,184,36
28,13,3,124,9
6,2,5,135,16
63,2011,628,33293,4294
24,166,40,1289,232
78,10,5,380,66
168,4399,27,5331,1243
23,422,13,3213,354
17,953,53,22130,3034
109,9,6,1,1
846,1948,867,4769,832
2,1,1,4,
167,2,,,
2,,1,,
14,24,13,26,12
41,,2,3,
207,13,9,12,
16,,,,
100,41,86,1219,270
,6,2,19,3
20,71,,,
5,6,5,4,1
30,2,7,5,2
2,1,,,
7,7,11,25,6
132,2,1,2,1
26,14,39,98,13
194,149,150,327,85
28,1,,,
25,,1,,
20,10,,,
10,1,1,2,2
21,1,,,
203,6,16,12,3
158,5,2,3,
30,14897,62,17928,5530
450,8,13,3,
3,1,,,
34,1,,,
,8665,49,7116,1090
6,3183,,1014,
154,809,103,3049,628
131,254,61,304,90
1392,18,36,16,6
17,3,,,
480,130,26,302,59
102,2,3,,
322,3,2,2,
188,4,1,,
140,5,3,248,19
71,74,68,240,53
2,,,,
149,1,,,
24,,,,
287,11,26,10,4
56,1,9,2,
365,15,69,37,9
196,1288,408,15605,1876
68,293,20,2858,609
66,37,10,13,
8,2,13,6,2
185,8,20,13,2
28,,,,
314,5,,,
230,4,,,
425,336,339,862,205
69,,1,,
1,1,2,2,
581,6232,314,12599,4129
314,10,14,,
1050,8,2,,
500,17,,,
6,809,,,
12,120,3,,1
3,278,19,6077,497
1,1,,,
3,,,,
,10644,69,32942,3702
76,2017,63,3083,800
643,26,10,13,4
477,63,5,206,36
66,112,51,291,120
23,1,,,
1,,,,
6,1,,,
13,3,,,
133,122,22,1449,217
24,,1,,
22,,,,
82,1,,,
14,,,,
229,609,62,740,143
57,3,5,4,2
7,1,3,1,2
12,28,8,561,80
26,,6,6,1
1,1,,,
8,2,1,,
27,1,,,
2,,,,
109,12,5,3,
337,8,17,10,4
85,2185,8,2546,1206
856,14,4,,
65,,17,3,
30,1975,140,2641,494
46,,1,,
11,3,,,
1769,30,7,10,2
49,98,29,105,37
95,5,1,,
117,9,1,,
1591,137,,,
7,,,,
207,27,80,239,56
212,43,8,5,1
441,19,4,5,
25,1,,,
4,1,12,74,7
30,8,,,
68,227,150,436,141
118,5,1,,
4,,,,
109,7,1,,
1,12,5,13,
8,1,3,,
3,121,4,18,1
71,13,60,76,18
140,257,340,1414,312
97,13,13,27,19
336,29,31,20,9
112,39,23,183,33
6,,,,
6,,,,
1,,1,,
8,,,,
521,68,399,695,102
8,40,15,71,6
462,2,,,
20,3,13,,
588,19,,,
124,22,,,
51,,7,24,2
53,2,3,2,
101,1,,,
7,,,,
18,,,,
24,,,,
38,,,,
223,44,85,218,52
448,18,1,,
17,253,18,144,24
380,60,12,38,11
10,,,,
7,,,,
2,,,,
553,21,76,109,81
783,34,,,
56,,3,2,2
120,1,3,,
3,,1,,2
56,314,10,807,286
,401,28,424,219
6,1,1,3,1
43,655,3,638,209
29,899,14,2599,1291
4,,,,
220,3,,,
3,6259,1,9027,1081
261,24,37,83,13
53,5551,73,5815,2139
51,,,,
1,124,5,137,2
115,6,33,28,8
59,1411,638,37405,3203
96,722,186,3930,628
8,743,14,3662,821
95,455,35,1328,402
96,1446,18,3996,1773
192,17,79,35,16
18,,,,
33,257,43,198,33
132,11089,116,16078,3014
21,,,,
38,539,12,862,104
79,14734,242,124663,20339
105,34,2,13,5
57,,1,,
107,1,1,,
71,3,,,
2,3117,41,8310,841
,2092,1,1737,259
887,17,2,,
381,51,12,22,4
12,405,71,6356,930
321,3,8,8,2
132,7,21,9,
251,25,23,44,8
47,,,,
21,,,,
11,3,5,4,1
3,1,2,2,
6,4176,69,46946,4809
368,468,11,4116,646
2111,19,,,
251,5,2,2,
12,624,19,2180,234
739,23,1,5,
1,1,,,
39,76,46,161,35
25,2,12,1,1
2,,3,,2
4,,,,
102,453,44,1962,241
1,2,2,,
72,16,11,41,30
48,8,1,,
52,1,1,,
2,,,,
2,2,4,4,
33,3,,,
381,67,22,631,113
18,,,,
25,1,1,,
66,1,,,
708,9,8,,
4,2468,15,2064,285
2,323,5,760,186
13,1,6,,
1,,,,
26,1,2,,
76,21,8,187,18
45,5,8,7,3
6,1,,,
96,13,33,73,7
1,1,,,
2,3322,100,772,318
79,1176,2,4938,1396
71,33,54,358,78
67,2,,,
33,63,2,14,5
70,4,,,
32,4,45,32,11
164,8,19,3,
,2,,,
3,,,,
185,1386,78,767,354
39,,3,1,
104,4408,50,4586,493
15,3,3,2,
1,,,,
23,,,,
121,1,,,
60,1,4,,
93,5586,100,126260,12816
96,2,2,,1
,21768,4,26641,3840
1,,,,
1,,,,
1,,,,
100,,,,
286,40,64,71,21
1210,49,15,9,1
428,60,12,21,1
311,112,4,8,1
101,228,23,98,24
8,,1,1,
16,11,,,
41,41,2,778,81
69,12,31,50,3
291,2,,,
6,,5,,
37,3,,,
139,2,5,,2
80,80,18,212,14
4,1,13,1,1
379,270,121,2221,253
1079,27,1,,
746,13,2,5,3
1151,173,135,324,88
24,4,2,3,1
33,663,79,3527,962
46,31,5,1812,195
1,1,2,1,
32,2,6,1,
50,1,1,,
7,1,,,
1,,,,
13,,,,
41,6,2,3,1
26,7,,,
41,,,,
1,1,,,
14,,,,
473,4,14,6,2
38,11692,729,20588,5704
93,4,4,,1
13,3,11,3,2
60,5,,,
15,9,1,426,47
1121,15,21,37,9
48,199,31,2382,359
443,3,1,,
1,120,8,8885,608
248,7,1,1,
4391,72,96,99,20
47,1,3,1,
5,,,,
2,,,,
20,487,33,12001,4931
123,26,12,100,59
200,24,19,,5
50,23,33,63,8
14,,,,
9,946,29,3677,755
1,1,,,
105,25,26,54,11
240,4,,,
875,197,59,828,206
3,378,20,3754,426
239,,,,
41,1,2,,
3,,,,
58,1260,15,1312,634
,4,3,,
1881,14,6,6,
1051,70,43,360,51
101,1,,,
18,1,8,1,1
13,1,6,1,
8,3,,,
,2081,15,8891,803
42,2,5,2,1
221,87,84,23,12
3,,2,1,1
40,3,,,
108,35,401,32,33
21,,,,
50,530,321,10545,1427
14,1,7,5,2
1016,6,,,
2,,,,
15,,,,
4,2,8,3,
82,,,,
39,3,1,1,
14,41,306,644,79
727,1,,,
112,3,,,
36,687,74,6621,1227
203,1,14,,
59,329,159,3242,553
5,2929,5,18367,6278
185,,,,
106,14,,,
2,,2,1,
1,1,,,
16,2380,25,37436,4115
31,9,5,421,45
31,984,21,194,58
511,5,,,
1,,,,
7,,1,1,
8,5,2,,
38,,,,
151,18,28,31,6
151,5,,,
217,2,,,
2,,,,
4,1639,295,11223,1488
61,10,64,62,23
46,14,20,756,83
62,2,8,8,2
17,,,,
73,30,13,64,46
10,,,,
161,259,40,923,221
11,,,,
187,25,99,898,109
47,22,12,76,9
7,3,,,
2,1677,15,4959,314
,421,32,9503,768
69,110,14,754,76
11,127,19,997,64
216,3215,203,9272,3029
227,616,1445,7054,1336
326,2,,,
1,10211,55,8849,625
68,2,,,
6,1,,,
9,5,2,16,4
,538,7,538,4
15,153,4,257,4
38,15,148,88,7
37,6,,,
310,13,33,32,6
2,,,,
5,,,,
2,1,,,
84,,4,2,
209,5,,,
1776,20,,,
49,,2,14,2
130,140,10,618,78
67,7,10,14,4
351,3395,1273,6726,2097
2,,,,
49,2,2,,
14,,2,,
149,43,10,30,2
134,16,5,,1
20,,,,
48,56,40,142,34
616,4,,,
5,3154,3,1371,12
2,,,,
63,2,6,2,
53,,,,
3,,4,6,1
14,,2,3,1
30,3542,35,3160,635
132,13,64,56,16
1148,267,66,4434,485
6,,,,
50,9,6,13,
935,4140,52,40240,6048
362,14,12,9,2
72,8946,60,27756,1223
1,,,,
180,1233,63,3744,705
50,62,24,6,3
261,3,,,
2,1218,22,11414,1169
48,18,13,227,22
109,2590,40,22705,4181
38,,3,,
22,498,38,10125,1195
1864,185,14,73,8
165,97,37,705,202
7,,,,
4,,1,,
7,3,21,15,3
267,3352,67,3286,1626
226,61458,215,121902,23756
68,18333,55,13326,6000
17,3,5,7,4
168,446,53,777,204
,84,8,35,3
31,11,28,162,30
10,3,11,5,3
17,2,9,1,
7,681,42,410,215
1,,,,
101,900,16,964,132
104,3,,,
124,5,6,50,6
27,,4,12,4
267,33,6,7,3
,2047,21,18644,2166
42,4,6,18,3
3,,,,
2,1,,,
221,,,,
54,1,,,
82,,3,3,
9,,,,
5,,,,
50,3,,,
231,64,31,403,73
75,7,15,246,16
5,,,,
332,34,4,20,1
36,,,,
1,,,,
377,9,10,10,2
5,1,,,
8,1,1,1,
15,1,2,25,2
396,2488,404,11760,1563
114,15,49,2073,324
2,56,21,17,2
5,4199,56,18124,3779
8,,,,
746,132,23,600,87
9,1,,,
10,2,1,,1
5,,18,6,1
1503,54,12,3,1
252,30684,113,40023,6831
196,2,,,
80,1,1,,
38,2,2,2,2
80,6143,9,17699,2146
32,,1,,
84,1,,,
19,,,,
42,13,6,110,27
1,703,2,1382,32
174,25,,,
146,126,85,1027,124
130,1,7,30,3
2989,46,45,10,4
7,1,,,
77,33,38,270,70
28,4,5,3,
37,,,,
21,3,1,1,1
1019,102,98,853,126
62,990,58,3436,720
5,1369,30,11033,1763
40,9,50,52,10
1514,67,215,558,98
2782,53,1,6,1
1180,162,64,688,165
562,448,52,1299,299
3,128,1,9,6
41,670,13,1098,776
135,5,3,24,2
94,,1,,
5,,7,7,
169,3,,,
15,,,,
57,186,184,4659,698
2080,2515,161,1356,593
329,12,19,10,4
198,18,17,51,18
83,133,,,
2,36180,234,174558,25831
155,6205,87,7573,2925
265,3,3,,
51,,1,1,
92,307,82,514,181
13,,4,,
169,12,18,176,22
302,50,58,200,43
25,9,,,
19,,,,
56,365,92,487,96
207,66,282,708,93
27,20,12,401,73
,9585,40,8484,810
93,235,11,859,330
75,11809,19,25760,980
3,790,81,15551,1836
113,158,118,6775,644
67,36,227,131,43
18,944,35,2680,495
11,,,,
27,,,,
13,,,,
17,,,,
11,1,,,
36,1,,,
42,223,42,141,74
26,13,,,
98,1,2,3,4
847,21,4,4,
1,78,36,14,25
11,95,3,132,25
278,,,,
125,3,8,7,1
3,,,,
214,,,,
145,703,403,4024,899
152,20,3,25,2
378,25,37,10,10
119,6,9,2,2
116,,,,
96,2,,,
15,229,62,483,117
116,5297,591,89885,9983
13,17,8,38,13
37,9369,211,20242,3353
3,7,,,
289,6,,,
149,3858,93,10897,2332
37,4,4,31,4
10,,,,
72,904,68,669,176
362,16,72,25,18
229,49,42,121,57
244,10,9,10,4
92,88,59,303,122
19,,,,
337,500,382,3865,536
12,,16,5,
160,1,4,,
250,7,,,
5,2,,,
12,,,,
681,14,,,
152,1,,,
9,9778,,,
94,451,63,479,149
36,,3,,
10,,1,,
5,3219,327,11428,1791
190,7,3,9,
216,731,15,379,133
38,1322,16,3729,1627
44,1,,,
36,695,108,6507,905
432,42,48,65,33
1,3514,17,5680,2194
12,700,,,
15,,6,2,1
1270,16,1,13,2
59,33,30,1294,199
680,11,,,
1,,,,
9,,,,
74,2,3,,
944,201,215,395,100
41,2107,87,14398,1638
417,8,2,,
8,2,,,
16,1,2,,
61,15,6,28,4
429,5,5,7,4
237,480,45,2580,406
4644,34,1,1,3
10,1,,,
244,343,30,1320,356
14,255,27,396,17
89,497,57,2760,295
2,2,,,
20,1,,,
82,1,1,1,
19,1,,,
31,,2,6,
3802,81,133,636,71
169,13,2,,2
26,3,53,42,11
42,25,14,280,63
1139,638,647,3480,768
33,1,,,
593,20,6,180,39
20,,,,
4,,,,
25,1,,,
370,51,201,37,24
4,7,1,,3
8,9,4,26,7
170,48,64,68,6
1143,43,6,75,22
233,308,49,398,141
290,5,,,
68,7,7,14,3
67,184,13,13,7
,2,,,
9,1,1,,
1,1,,,
1849,2236,234,1638,587
856,15,2,,
382,10,37,60,7
221,296,64,420,144
103,73,18,89,20
400,15,63,25,15
15,40,33,60,25
12,,,,
7,,,,
49,2,1,,
30,71,30,55,26
7,1,10,,
1510,4876,714,43918,7647
2,1296,4,13879,1689
2,1,,,
33,2,,,
168,227,2,13,1
14,,,,
4,1,2,,
29,,11,,
251,2035,13,27459,5655
34,12,11,27,4
18,4,3,5,3
28,1,2,,
34,114,11,3365,327
200,1,12,21,6
4522,114,46,234,37
259,43,11,125,56
127,4,,,
227,82,32,78,13
3,1,,,
20,2,34,41,2
14,1,3,2,1
16,7,40,8,4
14,5,3,3,2
18,9,101,443,65
,2749,1,1384,173
68,,,,
64,176,16,94,22
22,1,,,
31,,1,,
2,2,4,2,1
122,2,,,
3,15,54,66,15
562,3050,109,3872,613
1,287,7,345,11
53,11,,,
9,1,1,,
160,17,9,584,69
81,203,6,156,76
,1,,,
1020,185,43,653,239
5,,,,
5,,1,,
105,32,13,196,19
138,4,3,,
251,57,206,293,152
127,1107,27,260,63
8,138,19,22,6
115,337,291,3825,371
60,59,3,81,13
43,29,6,20,1
31,,,,
4,,,,
14,,1,,
1,507,2,170,
64,2,2,,
22,1666,20,3004,561
209,3,11,27,2
,5,,11,
7,,,,
,549,8,4141,498
141,1576,16,12392,2286
6,,,,
189,16,5,48,5
313,14,2,,
65,1,5,,
300,3764,25,3028,382
59,,,,
39,1,,,
16,,,,
119,14,23,21,4
45,,2,,
1698,171,52,54,12
198,161,4,28,
261,3,1,44,5
1,34,3,1,4
39,1400,26,5093,400
228,319,78,2578,336
14,233,13,603,109
30,5766,16,22404,3992
73,,,,
208,13,,4,
12,3173,11,939,249
26,322,163,3220,386
9,238,37,680,127
383,137,115,342,79
207,95,34,98,26
223,4,11,12,1
13,1,,,
35,11,8,491,21
34,458,421,19402,1768
185,155,28,559,98
18,2559,76,5711,697
1,,,,
87,1,3,,1
228,3,3,8,
2,,,,
25,5,,,
121,5,7,4,
414,4,,,
31,7,1,,
171,85,5,3,
78,4,1,,
