following_count,follower_count,answer_count,voteup_count,thanked_count
252,737,364,17010,2249
11,799,270,2231,231
,204,15,1151,674
504,195,1134,1338,296
90,465,43,1913,555
82,344,5,7645,1561
33,,2,1,
20,18,,,
18,1,,,
69,19,,,
26,,,,
27,6,8,2,
1,,2,,
50,906,108,5016,890
98,20,59,44,9
9,,,,
2,,1,,
1966,63,,,
1272,38,2,1,
188,840,136,3928,951
2980,41,1,,
22,1222,8,1865,197
39,26,55,3100,307
627,17,,,
38,,2,,
96,15,5,801,100
19,6047,180,63353,4320
9,2400,8,43,4758
62,3,1,,
492,34,19,102,7
53,3071,10,6611,3708
64,265,115,861,229
27,1,,,
132,4920,40,25011,6925
9,105,7,396,81
325,7,,,
38,2,1,,
75,1,3,,
2,,,,
42,,,,
50,380,18,600,383
121,5545,1383,27397,3348
11,,,,
752,3,1,,
2,1244,,5881,
31,702,51,1094,195
4951,196,,,
11,4429,976,14786,1601
33,,,,
77,77,169,300,93
912,50,74,193,53
138,,1,,
31,33,14,178,40
10,293,20,2297,714
165,18,5,1,1
1961,44,6,26,3
460,423,59,2755,834
49,165,4,71,23
294,169,15,203,50
306,41,95,1657,174
33,1,,,
,15510,81,9889,1193
1,999,45,2347,158
16,1478,37,5744,1823
1,1,,,
13,3,16,4,2
418,283,211,690,123
1524,43,77,21,4
34,59,5,2627,357
9,5,,,
31,1,17,18,4
5,,,,
2,762,2,38,2
7,29,9,75,18
13,2,3,4,2
5,5,,,
47,,1,,
32,3,,,
209,487,44,1387,343
636,51,2,8,1
2,11,1,2,
131,384,2,183,44
2,3011,32,5788,104
1,,1,2,
4,,,,
80,2,9,28,1
357,7254,277,17261,3932
20,1,,,
54,3,,,
6,11,2,3,1
1099,9,,,
3,,,,
1,,,,
2,1,,,
16,5,13,17,5
140,899,257,1825,468
19,997,21,678,94
213,93,326,796,143
62,,2,,
2,4699,17,16322,5264
1205,9,7,2,
10,12,4,22,12
148,22,22,46,16
4,,,,
100,8944,260,9821,1663
35,1687,19,2938,1297
158,241,70,3260,615
,38,17,10,5
15,67,7,76,18
69,37,3,3,
126,6,6,11,2
78,2,,,
253,1,9,13,7
37,2,,,
80,8,1,,
27,5151,20,3417,1851
26,39,,,
15,6,,,
2,1,,,
45,6,2,1,1
9,1,2,1,
252,6,6,,1
12,342,5,605,281
1,1,,,
212,3,,,
138,7,5,141,17
81,63,4,204,44
3161,63,15,14,5
11,,2,,
363,24,5,201,56
143,44,25,298,70
16,71,8,5,4
6,4,2,4,2
3,1,1,2,
4,78,47,16,19
1140,111,23,243,65
1,397,5,140,20
1256,96,26,84,21
357,3826,237,14384,6085
11,147,17,61,15
2516,421,214,173,109
16,1,4,4,
114,26,3,3,
204,168,47,650,77
23,6,16,69,11
909,2738,70,26708,7327
43,1434,33,3499,560
199,7,,,
29,658,23,2081,486
1,400,,,
46,,,,
510,40,144,277,54
6,3,,,
278,11,,,
76,6991,29,10230,3932
6,,2,,
15,55,112,5266,883
203,278,58,284,91
27,7,,,
18,380,504,5684,716
1,,,,
22,1,,,
346,3657,551,7815,1546
139,10501,111,6410,2204
30,239,25,588,77
2,,,,
7,156,1,1,1
4,,25,4,
73,3,1,,
20,2515,6,250,76
83,152,43,40,8
28,604,,,
58,64,63,45,21
25,,,,
205,8,28,32,5
378,1430,153,7978,2646
21,8,,,
36,32,59,116,31
29,72,35,157,29
116,17,11,9,6
139,626,19,17054,1346
60,3,,,
17,2,1,,
89,2,1,,
6,,1,,
187,2,,,
345,7859,63,21054,6328
32,,,,
943,23,61,24,5
45,,,,
75,6571,86,41604,7332
30,20,66,953,88
103,1,22,7,1
351,27,32,217,28
839,128,191,1039,200
21,1300,74,3701,640
85,6,67,165,23
48,1,,,
4970,52,,,
293,6,,,
64,,,,
5,,,,
24,2,3,2,
50,,,,
7,,,,
13,188,359,1388,325
168,69,10,188,65
8,,,,
190,605,12,1088,199
29,,14,2,1
209,3,,,
53,9,1,,
21,9,6,3,1
98,7,2,,
77,202,23,60,79
67,,,,
105,347,111,12332,1234
19,,,,
32,8,5,16,4
3,,,,
256,1438,430,22591,3330
99,4,,,
54,3,,,
142,31,54,86,32
35,,,,
30,,,,
42,104,11,41,8
284,17,3,,1
1,85,23,383,74
9,65715,38,2275,410
214,207,58,529,89
149,218,60,3549,485
4,7368,125,15926,2768
116,2,1,,
138,2,2,,
362,1,1,1,1
2030,11,4,3,1
52,2,1,,
6,,,,
6,,,,
22,,,,
381,80,194,565,86
445,9,,,
24,2,3,,1
49,,,,
37,1,,,
27,1,1,,
50,1,,,
7,7,,,
50,80,6,215,130
67,60,13,58,17
14,4,,,
66,2,4,,
9,1159,,,
177,2,6,2,
147,2,4,21,13
,971,12,20461,2517
3,404,119,55,19
,1035,48,6052,709
,8,2,11,2
22,3,14,4,2
14,701,9,13403,1135
146,1286,63,347,125
8,1,1,,
434,2,5,26,8
39,3,,,
2,1,,,
170,60,44,262,72
3,34,244,107,67
,185,6,134,45
2,243,1,4,1
30,57,9,258,156
212,33,7,79,12
23,7514,27,43444,9870
58,5811,100,16324,3847
179,4,1,,
,1,,,
162,668,52,1622,580
5,982,8,322,128
11,18,4,4,2
24,4,2,3,
483,20,5,33,5
436,2,,,
153,7774,456,18063,7489
9,,,,
79,34,7,32,9
33,40,9,855,64
55,807,16,168,35
3,985,17,1352,167
15,3,4,,
545,155,43,1497,307
87,1234,16,527,24
58,243,94,953,103
6,521,6,66,7
20,,,,
43,217,4,281,113
69,215,28,418,82
15,,,,
5,1,2,,
200,18,,,
29,1,,,
86,12,2,,
70,350,41,252,59
26,8,13,10,2
111,380,,,
11,1,2,10,3
53,35,10,1257,111
21,25,1,6,4
21,4,,,
337,,,,
44,315,46,1754,314
29,,1,,
314,50,4,14,1
270,6,,,
214,8,5,4,2
4,1,10,1,
232,33,10,20,17
120,137,63,317,53
,3,,,
30,14,5,38,9
49,,2,19,
14,8,2,111,19
601,4,1,3,
206,,,,
10,,,,
16,48,64,408,93
299,1823,83,4217,731
161,480,339,1051,217
38,1,,,
124,40,51,662,162
299,10,8,6,3
3,,,,
68,61,75,144,58
149,679,80,734,159
30,48,8,106,38
91,4,5,32,15
19,4,27,32,3
43,3,1,,1
367,695,196,6937,1634
2261,21,,,
237,8,5,5,
193,2,6,1,
20,3,,,
6,2,5,18,4
211,22,15,49,7
198,2,,,
6,,,,
18,1,,,
82,2,,,
72,9,26,,3
6,,,,
80,8,,,
,4944,13,3273,727
16,238,208,234,113
3,,,,
86,1,,,
4,,1,,
3,1,,,
1,1,,,
17,1,,,
9,,,,
364,38,50,62,13
112,3,,,
96,393,36,1460,541
395,15,59,65,10
223,53,35,827,72
4,1,,,
319,10,4,,
40,7,5,15,7
3133,134,3,5,
1,582,3,218,30
5,10778,7,17875,10212
283,755,49,5611,963
63,,,,
228,,,,
621,82,89,1823,220
19,3,2,,
109,,4,,
296,853,106,288,108
4,2,,,
8,19,40,27,23
11,1,,,
13,1,,,
160,3,1,,
336,,,,
,320,,,
15,3,8,7,1
209,47,27,116,104
661,7,17,7,4
701,7,2,7,7
66,258,3,184,61
1758,12,,,
250,3,,,
516,7,,,
6,1,,,
2,239,2,86,40
38,2,7,7,2
28,1,2,1,1
108,397,131,636,205
2,3,2,1,2
1,1,,,
100,29,9,31,3
41,,3,8,1
231,118,10,3605,418
6,,,,
31,,,,
167,1,5,9,5
16,18,15,1,
,3,,,
5,66,8,557,131
,5,4,287,93
108,52,28,53,13
18,3,14,24,2
26,,,,
,1,6,2,2
306,224,9,136,15
3,62,28,18,4
16,2002,450,7930,2038
72,705,97,349,80
146,327,75,3758,554
50,231,159,4079,845
9,,,,
412,10,23,9,10
301,16,58,55,12
920,1331,117,1247,552
1,1,,,
61,,1,,
1,,,,
72,,5,3,
26,1,,,
254,7,,,
69,1,2,,
92,109,25,2141,276
76,40,32,2536,192
2,1,,,
101,69,16,19,6
21,,1,1,
,87,2,1,
46,1,,,
150,71,15,4144,336
27,681,83,763,359
343,127,12,82,39
138,17,3,18,1
614,4,,,
63,1805,1644,14157,2491
193,2,7,11,2
71,11,73,42,21
4,,,,
20,1458,,7,
19,,,,
23,,,,
1,,,,
7,4,,,
31,2,7,3,
392,3,,,
4,,,,
21,1,1,,
70,49544,6,28,9
10,,1,,
48,1,,,
44,14,2,21,5
36,42,15,133,50
71,1,2,,
61,4,,,
2,2,6,130,12
62,3,,,
342,2343,173,6097,837
296,1559,193,1612,292
1,,,,
8,2,,,
27,,,,
196,590,24,824,178
31,5581,30,12224,1993
24,604,58,2553,720
12,,,,
,663,3,332,248
19,1,4,,
42,10,4,4,1
3,35,74,624,70
,190,1,,
4,,,,
31,10,9,4,2
22,5,,,
1636,35,8,4,1
105,2,4,1,1
386,19,16,47,8
53,5600,73,3630,1278
52,8602,201,63664,11022
47,13,32,62,11
38,616,1153,12070,1656
147,1,3,,
9,592,44,364,145
6,,,,
156,,,,
3,11,5,18,15
34,,,,
261,519,48,640,197
4,18,2,35,8
15,3,,,
120,2,6,4,
475,32,10,18,8
13,1,2,3,1
,3117,,,
5,,,,
132,1324,140,13485,2462
18,349,49,456,157
404,4,,,
12,9865,17,10668,539
3328,896,109,179,71
176,68,2,,1
125,10,18,6,1
431,267,54,218,84
2,2,,,
1,,,,
495,67,161,189,48
9,,,,
46,5,7,6,3
223,1,,,
2,,,,
81,7,3,8,
104,118,804,3642,492
18,,2,,
74,1,1,,
52,2,18,15,2
56,475,31,337,56
298,1527,202,5074,777
57,9,15,64,14
327,292,384,2994,918
64,3,3,1,
137,8,25,18,5
99,1,2,,
8,170,9,294,53
19,65,15,242,44
6,,1,,
1,1,,,
2,,3,,
1,1238,24,966,24
145,17,,,
21,2,9,1,
,2322,2,2486,104
43,3,9,12,3
49,1,,,
6,17,1,127,19
10,14,2,3,1
2,,,,
48,,,,
222,47,73,246,83
11,,1,,
44,510,34,110,54
3,2,,,
16,,1,,
26,1,4,,
20,4,,,
19,4,,,
255,3657,30,1035,425
93,2898,20,6926,1739
3,1,,,
214,177,79,1102,142
382,243,112,230,114
30,5,2,2,1
121,3,2,,
667,25,34,389,40
243,,,,
11,5,19,3,3
110,5,,,
232,3,,,
17,1,,,
9,14,6,7,1
2,1,2,,
5,4,,,
518,17,66,73,12
260,810,34,1873,458
29,1,1,,
37,2,13,18,
16,,,,
6,835,1,78,49
25,,1,,
21,1,1,,
1,,,,
9,,2,,
203,15,40,42,14
2,1,,,
472,853,96,2367,651
37,156,462,4576,940
63,2,16,15,6
12,,,,
9,13,1,1,
4,531,13,3415,432
133,2,11,12,1
4,1,,,
1314,30,4,3,5
39,6,10,28,4
85,4,1,,1
24,1739,2,2746,487
3,98,23,10349,878
156,942,1998,13373,1497
28,,1,,
67,245,20,868,163
301,4,2,,
89,7,2,,
232,4767,40,23947,8209
14,1,,,
11,,1,,
2,1,2,,
219,5,6,,1
621,135,10,18,10
28,6,,,
481,5,,,
20,12,,,
97,6,1,,
25,635,14,20325,1762
10,1,,,
25,22,94,247,58
16,,1,,
234,3150,29,26170,1915
50,,,,
19,5,14,15,3
6,1,,,
2,,,,
201,9,7,900,23
1,1,,,
25,3,,,
19,1341,71,7527,2242
2,31,6,7,
23,,,,
44,,4,,1
23,,,,
8,,,,
,4,3,412,25
,108,7,428,102
89,3,,,
5,784,4,7641,894
4,,,,
108,34,3,134,66
113,5,1,,
117,,,,
3,,,,
217,1,1,3,
44,1,7,7,2
111,3,2,1,
14,848,57,5492,1084
65,575,2,70,19
21,10,,,
67,85,17,62,18
138,1419,56,2701,747
50,9,5,3,2
64,3,1,,
95,16,34,70,9
118,303,99,5829,743
587,9,,,
172,93,88,1571,329
4,4,4,6,6
139,586,60,1590,487
432,1219,245,2466,497
376,82,65,484,72
26,412,63,2578,377
40,30,6,28,11
25,,1,,
193,10,3,1,
1,,,,
4,,,,
224,2,5,2,
1010,521,180,3233,709
1,,,,
1,1,,,
1,,,,
36,4,,,
36,2453,86,7214,1434
97,,,,
8,,,,
1,36,12,86,12
96,3330,99,2948,788
175,1,,,
,525,316,1244,197
22,,,,
29,1,,,
304,11,,,
4,21,12,123,69
14,18,2,3,
14,12,12,46,30
998,13,31,36,4
24,1,,,
13,2745,1,681,152
7,1,2,2,1
10,6,1,2,1
,930,22,2825,1604
2,2,19,23,3
7,,,,
23,20,1,11,1
57,96,59,12,7
7,1,,,
53,5,,,
1,35,34,55,3
17,10,2,,1
104,31,15,10,4
143,4,3,,
11,,,,
121,10,92,90,9
964,495,82,955,155
4,,,,
4966,67,,,
104,1040,33,905,185
21,8,1,4,
6,3,,,
5,1401,1,1291,324
118,28,51,143,69
115,1,,,
14,2,,,
15,,,,
345,3,7,26,3
71,5,14,14,3
4,1,1,,
19,,,,
2,,,,
40,,11,7,5
69,1877,84,2173,973
514,1,,,
8,,,,
6,7,11,36,6
3,3,,,
9,10,3,21,1
2,3,,,
7,6,1,1,
,343,,143,
4,5,8,12,4
290,2802,7,3857,83
2,1,1,,
6,,,,
94,5,5,,2
621,22,13,56,5
133,,2,,
2,,1,,
119,176,9,14,14
27,15,4,5,1
62,191,5,51,15
157,1642,1212,17412,2450
76,2259,7,508,141
1860,41,,,
7,6,1,,1
14,7,,,
73,7,,,
206,1,2,1,
35,12,23,18,4
401,10,,,
401,12,6,8,
32,7,8,39,2
438,80,66,730,127
45,,3,,
10,,,,
525,10,44,308,45
5,24,,9,
5,,,,
68,10,2,380,29
101,5,,,
21,,1,,
,1016,133,1243,415
8,4,,,
155,198,4,115,35
162,6,7,6,1
8,,,,
12,,,,
,139,69,30,12
,37,10,59,33
96,486,177,4147,606
139,162,3,461,161
67,837,172,23891,1355
183,49,72,8,7
63,1,12,5,
49,9185,77,30424,4096
202,3,,,
7,5674,194,15540,3038
1,7,9,15,5
8,,2,,
2,,1,,
2,,,,
168,9,2,,
348,8,2,,
11,,11,6,1
88,237,1,,
39,9,4,4,
16,23163,1,8,
67,39,4,,2
1,,,,
9,,1,,
75,2,,,
37,,4,2,
235,166,,,
97,2934,102,15943,2257
105,7,2,,
26,1,,,
3,12,3,3,4
621,8,1,,
46,,,,
488,52,,,
11,60,10,86,43
78,12,5,3,1
5,105,16,1446,254
1,,,,
300,15,8,13,2
1186,168,371,772,80
102,1193,619,11323,2708
3,4,,,
43,5,4,11,3
2,,,,
21,19,5,5,3
107,43,3,11,3
44,836,51,4688,517
171,4,,,
,229,5,240,150
6,,,,
55,2405,216,22223,2797
17,,,,
371,87,14,932,110
43,,3,2,1
238,476,128,7452,1104
35,,,,
5,,,,
38,4,1,,
532,6,4,32,11
234,6,4,2,1
,323,22,285,174
53,8,21,2,1
1,,,,
1,512,17,433,77
4,,1,,
15,3,17,5,
2,,,,
7,2,,,
186,26,77,260,27
138,35,349,917,208
219,81,16,799,215
30,4,5,,
47,235,203,333,116
207,193,19,47,13
273,11417,123,10029,3471
15,6635,54,31552,3657
2,10348,3,9530,6029
12,,8,2,
38,4,7,20,5
14,9,2,2,2
3,,6,,
9,1,,,
23,82,5,646,146
963,155,6,41,8
28,13,2,8,2
11,5,,,
637,9,32,16,7
8,220,12,592,75
,2592,9,2876,13
6,2,29,12,6
22,11,3,2,1
35,6,1,1,
9,4,,,
240,6,1,,
44,,,,
6,181,2,422,73
115,,,,
,16,23,170,34
2,140,154,530,94
110,1930,15,2872,1178
20,140,5,24,11
59,44,5,2684,196
57,7,6,9,2
119,15,109,65,15
168,23,85,58,20
1,2,1,3,1
109,6,,,
17,15,2,19,4
39,,,,
31,1,1,,
43,4,3,,4
25,4,,,
104,4336,29,57143,146
1,1,1,,
2,,,,
75,,,,
289,9877,121,38440,11711
68,,,,
11,2,,,
296,17,24,4,1
735,54,25,38,13
4,,,,
110,2,,,
3,,2,1,
103,16,6,18,3
16,26,3,10,3
8,41,4,32,22
409,19,,,
304,113,240,1147,204
26,240,17,3649,352
5,690,46,18345,2192
132,312,10,289,66
27,4,,,
38,273,45,1584,544
4,,,,
28,87,159,72,34
2,12,,,
5,77,2,1,
26,31,31,24,7
504,5,14,3,3
1,,,,
88,8,24,138,27
15,,1,,
91,1,,,
5,1,,,
9,,,,
1,1,,2,
266,7,40,113,15
144,182,44,131,52
1,1,,,
55,56,36,17,10
1,1,,,
23,,,,
8,6,,,
6,,,,
76,3505,13,8379,2657
25,1,,,
79,23,5,27,11
71,2,6,,
8,,,,
235,1269,14,2274,230
474,12,6,2,1
497,7,5,1,1
81,132,31,110,25
422,6,,,
808,3,,,
2,1045,20,1493,358
23,,,,
22,1,4,,1
6,221,42,1111,304
10,1,1,,
32,17,9,31,10
2508,38,2,1,
1,2,4,5,4
2,,,,
24,5,,,
15,14,,,
369,7,1,,
1,,,,
195,342,65,2338,360
172,56,5,118,
31,6,1,23,4
269,7,24,8,2
63,,,,
29,440,1,569,447
116,5,93,67,25
216,3,14,,
53,1,7,3,1
1544,22,2,3,1
73,66,35,1337,167
73,20,4,30,4
48,,1,,
32,,,,
216,197,12,848,158
47,,,,
1,,,,
15,10,27,42,19
769,49,91,553,111
86,1,8,1,3
1,,,,
4,,2,,
125,905,8,2191,568
20,,,,
187,2,,,
12,,38,23,5
7,11,111,310,58
24,2,8,5,4
2740,74,8,17,1
8,,,,
263,89,96,627,119
52,50,181,162,30
951,5349,157,4295,1299
112,25,18,8,7
172,3,5,8,1
18,2,,1,
1,1,1,,
242,354,299,1798,340
568,5,1,,
112,109,46,54,17
37,12,,,
66,,1,,
148,15,,,
289,30,18,132,15
458,12,4,1,2
91,18,,,
29,105,6,345,38
1,,,,
69,1,,,
1,2327,105,1829,869
196,406,30,2189,612
123,2,3,1,
230,202,43,788,139
8,1081,29,801,268
196,7,,,
39,2028,17,1684,669
79,4,,,
66,25,5,53,18
1,,1,,
98,4,,,
2,,,,
90,,,,
219,1,3,2,
,61,24,58,11
44,4,,,
12,,,,
15,,,,
130,1,,,
845,176,197,771,229
53,1,2,,
105,10,1,,
1,1,,,
109,,,,
136,64,,164,
93,2,3,10,
14,,,,
124,46,16,41,18
78,2,1,3,2
2,,,,
354,2,8,46,8
20,,,,
6,120,20,725,110
19,1,1,6,
44,3,,3,
155,10,,,
392,64,37,291,91
39,1,1,7,
101,292,12,1015,170
6,14,,,
950,294,13,109,20
33,10,1,,
63,6,4,14,2
13,25,5,1044,455
12,10,,,
1,1,,,
259,1559,450,6106,1951
15,,,,
18,3,,,
20,12,,,
16,40,,,
60,813,14,995,45
10,1,1,,
15,1,1,,
30,744,78,538,215
20,22,15,58,8
29,48,4,48,12
3,,1,1,3
96,122,53,28,3
23,4,2,19,13
163,12,8,202,20
39,1653,161,2602,347
57,,2,,
7,,,,
15,28,20,31,5
329,2428,9,2128,709
149,194,5,119,20
70,14,17,15,5
3,,,,
23,2,1,6,2
2,174,10,156,1
105,10,11,1,1
56,82,24,221,57
120,23,2,125,18
140,,,,
8,1048,36,3219,597
224,3721,17,4304,878
102,1,,,
1,,,,
142,401,22,136,32
29,29,3,3,2
77,,,,
482,2,3,,
292,32,8,210,58
41,4,,,
9,118,1,2616,291
239,212,4,744,154
138,27,2,23,2
30,7,,,
20,8,,,
183,20,70,26,10
78,3,,,
62,1,,,
3,,,,
48,1500,62,7585,2030
36,2,,,
35,4,12,14,7
13,8,,,
20,18,,,
5,24,5,154,10
9,6,,,
49,20,12,51,16
223,1,1,1,
123,56,23,89,28
2,,,,
20,11,,,
102,3,4,35,10
37,,,,
33,10,,,
115,17,56,73,21
4,,,,
43,513,10,15008,1657
21,7,,,
3,1,1,,
12,11,9,102,11
62,5,1,,
1,1,,,
26,1,,,
10,1,2,3,1
88,6,,,
2597,67,7,5,2
8,,,,
18,7,7,9,2
110,1,6,,
1,1,,,
19,1,2,,
11,1858,15,1079,488
70,12,54,141,35
317,2282,19,7599,1057
201,1550,32,2857,596
17,71,79,3,2
1,1,,,
7,15,14,33,2
304,3,,,
226,3,6,,1
297,5,3,2,1
166,2,,,
3,,,,
15,,,,
481,19,5,39,11
28,1,2,,
44,20,,,
51,6,3,,
35,29,22,99,24
32,10,2,4,1
4,45,,,
40,9,4,,
5,6,,,
73,111,2,2,
18,39,10,54,22
16,4,5,4,1
5,1,1,,
32,35,4,102,53
13,,,,
63,1087,10,45648,4946
91,926,96,8612,1421
263,5,17,6,2
113,121,18,2960,441
21,5,2,1,
15,4,,,
1,4,,,
163,110,34,17,12
4260,117,13,8,1
121,6,2,2,
34,8,5,13,2
176,113,97,237,107
41,18,4,6,1
21,6,6,,
230,32,,,
6,,1,,
63,31,15,71,15
58,1,7,6,
27,2,2,2,
139,4,2,,
12,,,,
49,6,1,1,
129,4,2,18,2
36,4,12,,2
14,4,2,,1
1,1,,,
281,39,24,62,20
3,2,,,
14,1,5,,
9,,,,
6,3,,2,
163,1,,,
87,4,,,
152,12,,,
182,9,19,108,18
17,281,92,189,88
37,75,8,141,27
240,6,,,
1,1,,,
1091,1349,240,6687,1263
33,370,203,420,217
245,19,6,40,8
3,2,,,
74,50,188,718,137
,14,19,46,8
,159,,,
21,10,,,
6,336,22,286,39
245,12,19,4,2
6,2,,,
165,22,16,190,33
,2047,8,1489,278
7,7,,,
4,10,8,6,4
8,82,124,1623,270
162,649,35,966,256
66,105,4,3784,414
12,3,,,
13,47,14,1869,185
12,8,,,
36,960,56,1850,1014
224,434,10,266,129
1,546,,,
11,1,,,
29,4,1,3,1
32,,,,
5000,97,2,3,
58,4,1,,
1,1,,,
1,,,,
82,26,2,2006,120
43,4,2,2,
282,2,,,
43,71,3,1718,484
6,2,4,2,
109,1,,,
156,1,1,,
112,,3,,
32,8,13,9,3
165,9,36,19,3
116,4057,28,3804,1810
423,2177,310,10989,1643
56,7396,63,17198,4380
19,216,202,2275,418
26,6,1,1,
237,345,27,2974,480
105,279,52,665,163
200,9,,,
,3,,,
31,1,21,17,3
109,169,82,1806,367
3,,,,
102,3,,,
20,11564,1,698,70
1,,,,
195,79,10,49,29
409,732,31,10517,1992
14,5,,,
14,694,208,5077,684
57,,,,
36,,1,1,
288,1091,48,4424,1608
176,912,4,1727,541
11,10,36,146,34
23,2,,,
70,11,15,35,3
58,185,31,2906,362
549,43,10,,2
104,128,,,
5,31,23,10,7
20,4,,,
100,2397,12,5136,932
3,98,74,1785,276
12,3,,,
12,6,,,
142,,,,
236,4,,,
102,809,53,33998,2801
11,1,,,
11,733,20,2598,551
1,4,1,3,
33,12,3,,
5,4,,,
2,,,,
32,41,,,
133,1008,46,10065,1598
5,724,173,2307,602
36,,2,,
39,3,3,4,1
88,,,,
9,,,,
14,83,80,8994,515
22,6,3,4,3
140,62,152,706,173
148,16,6,4,2
,39,6,24,21
6,,,,
102,2,1,,
6,,,,
5,3429,39,3070,306
9,2073,4,1286,217
96,12808,13,58849,30341
60,4579,45,20860,3891
27,17,,,
31,,1,,
69,2,,,
8,1,2,,
5,147,2,13,1
17,4,,,
2,1,,,
323,28,48,103,20
83,7,95,111,19
5,2,1,,1
26,45,100,2160,333
29,2,2,8,1
115,,7,9,1
509,61,119,2234,374
,16,6,211,49
16,45,84,118,36
46,39,36,97,16
20,1,,,
48,86,7,2538,214
125,6253,83,8213,1261
22,9,10,11,
13,5,,,
21,577,,,
15,3,,,
1,1,,,
445,18,3,9,4
151,270,55,6238,952
60,5,4,1,
295,2,,,
157,6,1,,
10,86,4,947,213
,2,,,
241,3,4,5,3
110,676,6,1454,448
973,421,20,1150,771
6,2747,11,10602,1172
5,4,1,6,1
13,,,,
14,21,6,7,2
1,,,,
429,292,6,76,19
,3,1,,
4,5173,526,3631,943
2,1210,5,551,72
6,2763,39,14851,4560
,2822,81,8596,1402
441,46,357,317,73
17,2,,,
21,315,2,2,2
16,26,244,747,125
1,83,3,53,14
3,,,,
10,1,,,
5,2,,,
1117,17,,,
221,3,,,
53,1,,,
3,,,,
273,12,5,74,5
13,53,6,26,9
18,398,65,614,135
131,505,694,6790,1228
122,5,3,2,2
20,14,,,
19,17,,,
2,1,,,
527,49,14,109,43
95,272,24,826,279
44,1,,,
55,97,,,
20,6,,,
1,,,,
643,14,75,73,8
67,1,1,,
82,49,9,160,39
63,1092,34,1839,543
43,1,1,,
7,3,2,,1
571,4,3,1,
,299,1,5939,632
3,5,1,,
62,3,2,,
20,7,4,17,4
7,,,,
7,8,12,25,11
20,30603,54,35622,8280
34,16,2,,1
25,507,78,2233,912
3,9,8,9,5
2,,,,
425,12,2,16,2
6,,3,,2
85,6,13,130,29
3,,,,
243,836,167,1623,417
16,2085,,5281,
36,10,,,
200,130,24,185,32
,285,2,815,560
13,,,,
422,31,15,32,6
95,2,8,4,
4,1,1,,1
27,3,8,11,1
48,1703,71,3448,978
57,56,6,89,10
53,2,1,,
20,,4,,
78,2,4,,
121,3131,37,14866,2582
37,2,1,,
36,8,,,
20,3,,,
16,3,,,
1,196,2,137,28
6,3,,,
1,1,,,
905,79,259,1876,340
237,3,3,16,9
14,8,2,47,9
27,7,,,
27,26,1,23,3
26,83,7,1468,185
,3051,2,33,12
5,1,2,,
93,33,37,8,8
288,97,4,94,98
45,7,5,1,1
10,4,29,46,12
69,5,2,2,
2,,,,
466,51,2,7,
24,3,2,,
9,,,,
233,1274,27,651,144
747,5,29,28,4
393,2,5,1,
13,,,,
2,,,,
1205,48,48,51,8
11,39,4,79,10
6,2,,,
118,9,176,102,24
68,23,3,14,3
88,29,7,8,3
285,79,86,171,31
170,11,2,16,5
742,35,1,2,
12,,1,,
27,5843,112,30367,4149
9,43,25,1068,66
25,96,94,2264,264
681,3387,74,6315,941
63,33,23,38,7
,1214,,440,
7,1291,949,1139,607
30,1,,,
44,,,,
28,3,,,
13,3,,,
67,1,3,,
26,,,,
3,,2,5,
30,2,,,
10,18,10,64,32
29,2,1,,
205,608,26,2676,608
5,1,8,6,
222,243,54,8624,1026
28,8,,,
13,3,5,11,2
126,1,3,2,2
417,14,,,
193,7,,,
34,1,,,
38,91,6,137,28
13,2,,,
19,41,22,14,16
115,,5,,
48,1,,,
49,81,67,1460,260
83,11,40,65,23
196,6,6,17,2
79,4576,96,11087,2608
9,266,38,294,109
447,23,25,88,16
,1,2,1,
366,10,,,
2508,122,6,5,4
1,18,7,25,24
8,,6,,1
4,402,25,324,90
64,161,32,2509,406
172,10,1,,
1,11,4,13,1
137,2236,45,3429,1054
3,63,2,3496,172
8,2,,,
36,2,,,
61,3,1,,
33,246,9,210,35
453,24,31,20,11
174,19,4,43,15
142,36,58,214,49
4,,,,
45,42,4,174,36
269,269,21,3098,819
73,340,,14,
6,,,,
14,2,2,,
227,4,,,
339,6,,,
19,14,11,29,10
31,440,8,843,171
32,1445,182,2761,963
545,525,131,3787,563
7,4,,,
20,3,,,
39,2,2,,
259,287,65,1369,226
3,52,4,,1
27,,,,
11,1,,,
5,1,1,3,
156,80,58,499,163
46,2,1,,
368,1362,99,22063,3502
46,211,8,1935,657
2778,207,47,51,16
236,3,6,6,1
23,715,116,3325,356
90,1,,,
120,91,37,288,86
25,3,1,,
,690,62,372,284
8,14,41,66,16
285,5,9,39,3
1,1,,,
7,2,3,8,
5,4,13,10,8
163,6,,,
3,,,,
3,,1,,
18,1,12,,
772,14,14,35,14
30,4,2,,
7,2,2,1,
3,,,,
4,,,,
5,,,,
49,15,12,674,55
23,10,,,
413,392,54,8805,829
316,30,8,22,
296,1104,66,16862,3309
269,9,4,2,
9,8806,3,21,4
2,1,,,
1,1,,,
5,15,,,
161,935,35,1402,283
41,20,74,212,60
45,4,9,2,3
49,14,183,336,31
172,5,,,
100,37,42,350,46
200,24,39,5,6
9,5,,,
98,4,,,
2,,,,
17,,,,
309,8,1,,
11,3374,26,4497,1285
44,1566,279,19236,3802
7,541,165,302,105
11,1,,,
214,8,4,1067,53
268,25,,,
11,,,,
602,24,18,18,3
1,1,,,
980,52,1,,
22,65089,9,917,215
265,21,,,
5,,1,3,1
